				Classification 1					Classification 2						Classification 3					Classification 4 - Ontology leveraged		
tissue	porcine transverse colon	2																				
tissue	perigonadal white adipose tissue	2																				
tissue	lymph node 2	2																				
tissue	lymph node 1	2																				
tissue	cancer tissue from patient 221334 1	1																				
tissue	posterior part of the primitive streak	1																				
tissue	adjacent normal tissue from patient 204932 2	1																				
tissue	adjacent normal tissue from patient 204932 1	1																				
tissue	cancer tissue from patient 219710 1	1																				
tissue	semi circular canal duct epithelium	1																				
tissue	cancer tissue from patient 209497 2	1																				
tissue	adjacent normal tissue from patient 214634 1	1																				
tissue	cancer tissue from patient 209497 1	1																				
tissue	lung tissue from normal person 205381 1	1																				
tissue	gastric tumor tissue 2000639	1																				
tissue	lung tissue from normal person 205381 2	1																				
tissue	cancer tissue from patient 211038 2	1																				
tissue	cancer tissue from patient 211038 1	1																				
tissue	gastric tumor tissue 2000169	1																				
tissue	cancer tissue from patient 218047 1	1																				
tissue	periodontal ligament cells	1																				
tissue	adjacent normal tissue from patient 205649 1	1																				
tissue	adjacent normal tissue from patient 205649 2	1																				
tissue	small bowel juvenile polyps	1																				
tissue	malt lymphoma ll39 t(11;18) positive tumor	1																				
tissue	adjacent normal tissue from patient 211038 1	1																				
tissue	adjacent normal tissue from patient 213721 1	1																				
tissue	adjacent normal tissue from patient 211038 2	1																				
tissue	liver from postprandial rats	1																				
tissue	gastric tumor tissue 2001271	1																				
tissue	gastric tumor tissue 2001272	1																				
tissue	cancer tissue from patient 204932 2	1																				
tissue	cancer tissue from patient 204932 1	1																				
tissue	cancer tissue from patient 211961 1	1																				
tissue	panicle at flowering stage	1																				
tissue	cancer tissue from patient 207012 2	1																				
tissue	intraepithelial lobular carcinoma (ilc)	1																				
tissue	hepg2 cell line	1																				
tissue	cancer tissue from patient 207012 1	1																				
tissue	adjacent normal tissue from patient 220432 1	1																				
tissue	gastric tumor tissue 2000137	1																				
tissue	gastric tumor tissue 99069	1																				
tissue	adjacent normal tissue from patient 214518 1	1																				
tissue	cancer tissue from patient 208944 2	1																				
tissue	cancer tissue from patient 208944 1	1																				
tissue	adjacent normal tissue from patient 224429 1	1																				
tissue	adjacent normal tissue from patient 207012 2	1																				
tissue	adjacent normal tissue from patient 207012 1	1																				
tissue	gastric tumor tissue 99046	1																				
tissue	cancer tissue from patient 214633 1	1																				
tissue	cancer tissue from patient 206169 2	1																				
tissue	cancer tissue from patient 206169 1	1																				
tissue	whole flower	1																				
tissue	adjacent normal tissue from patient 206090 1	1																				
tissue	adjacent normal tissue from patient 206090 2	1																				
tissue	gastric tumor tissue 2000617	1																				
tissue	cancer tissue from patient 211257 2	1																				
tissue	cancer tissue from patient 211257 1	1																				
tissue	"pool of intestinal porcine duodenum, proximal and distal jejunum, ileum, ascending and transverse colon"	1																				
tissue	none	1																				
tissue	adjacent normal tissue from patient 211043 2	1																				
tissue	gastric tumor tissue 54119380	1																				
tissue	gastric tumor tissue 99098	1																				
tissue	gastric tumor tissue 980063	1																				
tissue	adjacent normal tissue from patient 211043 1	1																				
tissue	mucosa polyp	1																				
tissue	right side flanking tailbud	1																				
tissue	blood of a donor pool of 5 healthy males	1																				
tissue	adjacent normal tissue from patient 223938 1	1																				
tissue	malt lymphoma ll79 t(11;18) positive tumor	1																				
tissue	adjacent normal tissue from patient 209727 3	1																				
tissue	adjacent normal tissue from patient 209727 2	1																				
tissue	adjacent normal tissue from patient 209727 1	1																				
tissue	gastric tumor tissue 980040	1																				
tissue	filamentous sporophyte	1																				
tissue	normal adult breast	1																				
tissue	gastric tumor tissue 980048	1																				
tissue	cancer tissue from patient 209727 1	1																				
tissue	cancer tissue from patient 209727 2	1																				
tissue	cancer tissue from patient 216989 1	1																				
tissue	gastric tumor tissue 99071	1																				
tissue	cancer tissue from patient 202684 1	1																				
tissue	gastric tumor tissue 77482608	1																				
tissue	cancer tissue from patient 202684 2	1																				
tissue	cancer tissue from patient 212196 1	1																				
tissue	"brain, thoracic ganglion chain and the ventral nerve cord"	1																				
tissue	gastric tumor tissue 980024	1																				
